,article_title,country,lastrevid,article_quality,population,Region
4732,Mohan Baral,Nepal,1047930532.0,Stub,30.9,SOUTH ASIA
4733,Gopal Kumar Basnet,Nepal,1095758526.0,Stub,30.9,SOUTH ASIA
4734,Dhokal Singh Basnyat,Nepal,1047820675.0,Stub,30.9,SOUTH ASIA
4735,Chakra Prasad Bastola,Nepal,1111480619.0,C,30.9,SOUTH ASIA
4736,Rupchandra Bista,Nepal,1052265659.0,Stub,30.9,SOUTH ASIA
4737,Gagan Singh Bhandari,Nepal,1105250576.0,Start,30.9,SOUTH ASIA
4738,Rajendra Laxmi Gaire,Nepal,1095759265.0,Stub,30.9,SOUTH ASIA
4739,Umesh Prasad Giri,Nepal,1009406646.0,Stub,30.9,SOUTH ASIA
4740,Harka Gurung,Nepal,1106745635.0,Start,30.9,SOUTH ASIA
4741,Ram Chandra Jha,Nepal,1093324671.0,Start,30.9,SOUTH ASIA
4742,Prem Bahadur Kansakar,Nepal,1076071925.0,C,30.9,SOUTH ASIA
4743,Ratneshwar Lal Kayastha,Nepal,1102776133.0,Start,30.9,SOUTH ASIA
4744,Rajanra KC,Nepal,1060501973.0,Stub,30.9,SOUTH ASIA
4745,Keshav Sthapit,Nepal,1109551794.0,Start,30.9,SOUTH ASIA
4746,Bishal Khadka,Nepal,1106387853.0,Stub,30.9,SOUTH ASIA
4747,Devi Khadka,Nepal,1092210188.0,Start,30.9,SOUTH ASIA
4748,Yadunath Khanal,Nepal,1078215877.0,Start,30.9,SOUTH ASIA
4749,Gore Bahadur Khapangi,Nepal,1113100136.0,Stub,30.9,SOUTH ASIA
4750,Krishna Chandra Nepali Pokharel,Nepal,1102403611.0,C,30.9,SOUTH ASIA
4751,Chiri Babu Maharjan,Nepal,1113666190.0,C,30.9,SOUTH ASIA
4752,Mahendra Bahadur Bista,Nepal,1077128101.0,Stub,30.9,SOUTH ASIA
4753,Gajraj Mishra,Nepal,1106167914.0,Start,30.9,SOUTH ASIA
4754,Pande family,Nepal,1111670930.0,FA,30.9,SOUTH ASIA
4755,Ganesh Pandey,Nepal,1085614813.0,C,30.9,SOUTH ASIA
4756,Leela Mani Paudyal,Nepal,1109590767.0,C,30.9,SOUTH ASIA
4757,Bidhyanath Pokhrel,Nepal,1060504380.0,Stub,30.9,SOUTH ASIA
4758,Radhika Tamang,Nepal,1105498973.0,Stub,30.9,SOUTH ASIA
4759,Laxman Rajbanshi,Nepal,1092220542.0,Stub,30.9,SOUTH ASIA
4760,Bharat Shumsher Jung Bahadur Rana,Nepal,1080440808.0,Stub,30.9,SOUTH ASIA
4761,Dhir Shumsher Rana,Nepal,1113536460.0,FA,30.9,SOUTH ASIA
4762,Diamond Shumsher Rana,Nepal,1101086758.0,Stub,30.9,SOUTH ASIA
4763,Kali Bahadur Sahakri,Nepal,1060541259.0,Stub,30.9,SOUTH ASIA
4764,Balen Shah,Nepal,1115570268.0,C,30.9,SOUTH ASIA
4765,Bam Shah,Nepal,1107329363.0,Start,30.9,SOUTH ASIA
4766,Bishnu Pratap Shah,Nepal,1113191068.0,C,30.9,SOUTH ASIA
4767,Jeevan Bahadur Shahi,Nepal,1113167809.0,Start,30.9,SOUTH ASIA
4768,Shukraraj Shastri,Nepal,1096679892.0,C,30.9,SOUTH ASIA
4769,Sonam Gyalchhen Sherpa,Nepal,1095759552.0,Stub,30.9,SOUTH ASIA
4770,Motidevi Shrestha,Nepal,1069184655.0,Stub,30.9,SOUTH ASIA
4771,Khadga Man Singh,Nepal,1080640494.0,Stub,30.9,SOUTH ASIA
4772,Sanu Siva,Nepal,1106065582.0,Stub,30.9,SOUTH ASIA
4773,Bhuwan Bahadur Sunar,Nepal,1095758222.0,Stub,30.9,SOUTH ASIA
4774,Surya Raj Acharya,Nepal,1111084487.0,Start,30.9,SOUTH ASIA
4775,Thapa dynasty,Nepal,1102589358.0,GA,30.9,SOUTH ASIA
4776,Ranabir Singh Thapa,Nepal,1083766451.0,GA,30.9,SOUTH ASIA
4777,Goma Devi Timilsina,Nepal,1095758525.0,Stub,30.9,SOUTH ASIA
4778,Vrajanath Poudyal,Nepal,1109814259.0,Start,30.9,SOUTH ASIA
4779,Dharma Ratna Yami,Nepal,1113442912.0,C,30.9,SOUTH ASIA
4780,Igram van Achelen,Netherlands,1068782309.0,Stub,17.7,WESTERN EUROPE
4781,Charetti America-Francisca,Netherlands,1099607334.0,Start,17.7,WESTERN EUROPE
4782,Vic Bonke,Netherlands,1107608633.0,Stub,17.7,WESTERN EUROPE
4783,Marianne Burgman,Netherlands,1101574965.0,Start,17.7,WESTERN EUROPE
4784,Dirck Coornhert,Netherlands,1095667704.0,C,17.7,WESTERN EUROPE
4785,P. F. Dahler,Netherlands,1095339677.0,C,17.7,WESTERN EUROPE
4786,Fred Dekker (politician),Netherlands,1062551798.0,Stub,17.7,WESTERN EUROPE
4787,Jan Dijkema,Netherlands,1098992494.0,Start,17.7,WESTERN EUROPE
4788,Jeanne Fortanier-de Wit,Netherlands,1059113335.0,Stub,17.7,WESTERN EUROPE
4789,Jan Geersing,Netherlands,1110877576.0,C,17.7,WESTERN EUROPE
4790,Leon Geurts,Netherlands,1090785915.0,Stub,17.7,WESTERN EUROPE
4791,Cornelis de Gijselaar,Netherlands,984321838.0,Start,17.7,WESTERN EUROPE
4792,Alexander Gogel,Netherlands,1056614133.0,C,17.7,WESTERN EUROPE
4793,Sicco van Goslinga,Netherlands,1090880662.0,C,17.7,WESTERN EUROPE
4794,Hugo Grotius,Netherlands,1110845841.0,C,17.7,WESTERN EUROPE
4795,Tsjalling Hiddes Halbertsma,Netherlands,1110513709.0,GA,17.7,WESTERN EUROPE
4796,Dick de Hoog,Netherlands,1088072022.0,C,17.7,WESTERN EUROPE
4797,Mien van Itallie-Van Embden,Netherlands,1092931690.0,Start,17.7,WESTERN EUROPE
4798,"Jacob van den Eynde, Governor of Woerden",Netherlands,1068845831.0,C,17.7,WESTERN EUROPE
4799,Ehsan Jami,Netherlands,1106276053.0,C,17.7,WESTERN EUROPE
4800,Allart Pieter van Jongestall,Netherlands,1096414908.0,GA,17.7,WESTERN EUROPE
4801,Fridolin Marinus Knobel,Netherlands,1023804370.0,Start,17.7,WESTERN EUROPE
4802,Martin Konings,Netherlands,1112164477.0,Stub,17.7,WESTERN EUROPE
4803,Theodorus van Kooten,Netherlands,1052740212.0,Stub,17.7,WESTERN EUROPE
4804,Jan Krajenbrink,Netherlands,1104399014.0,Stub,17.7,WESTERN EUROPE
4805,Jan ter Laan,Netherlands,1068846473.0,Start,17.7,WESTERN EUROPE
4806,Reinier van Lanschot,Netherlands,1109042647.0,C,17.7,WESTERN EUROPE
4807,Elbertus Leoninus,Netherlands,1096417753.0,C,17.7,WESTERN EUROPE
4808,"Leopold Karel, Count of Limburg Stirum",Netherlands,1106865567.0,Start,17.7,WESTERN EUROPE
4809,Taco Ludigman,Netherlands,970584944.0,Stub,17.7,WESTERN EUROPE
4810,Pieter Daniël Eugenius MacPherson,Netherlands,955584741.0,Stub,17.7,WESTERN EUROPE
4811,"Toine Manders (politician, born 1969)",Netherlands,1076174326.0,Stub,17.7,WESTERN EUROPE
4812,Henri Marchant,Netherlands,1092749754.0,Start,17.7,WESTERN EUROPE
4813,Durk van der Mei,Netherlands,1113277095.0,Stub,17.7,WESTERN EUROPE
4814,Sergej Moleveld,Netherlands,1094280379.0,Stub,17.7,WESTERN EUROPE
4815,William Moorlag,Netherlands,1047584380.0,Stub,17.7,WESTERN EUROPE
4816,Pieter Paulus,Netherlands,933612093.0,B,17.7,WESTERN EUROPE
4817,André Peperkoorn,Netherlands,1032718670.0,Start,17.7,WESTERN EUROPE
4818,Grace Schneiders-Howard,Netherlands,1095800611.0,GA,17.7,WESTERN EUROPE
4819,Apollonius Schotte,Netherlands,1032311861.0,Stub,17.7,WESTERN EUROPE
4820,Fedde Schurer,Netherlands,1089197423.0,B,17.7,WESTERN EUROPE
4821,Florens van der Spek,Netherlands,1111908414.0,Start,17.7,WESTERN EUROPE
4822,Victor de Stuers,Netherlands,1096429041.0,C,17.7,WESTERN EUROPE
4823,Cornelis van Aarsens,Netherlands,1023030987.0,Start,17.7,WESTERN EUROPE
4824,Hugo van den Eynde,Netherlands,1096420142.0,Start,17.7,WESTERN EUROPE
4825,Viglius,Netherlands,1096429102.0,Start,17.7,WESTERN EUROPE
4826,Rudi Vis,Netherlands,1074946503.0,Start,17.7,WESTERN EUROPE
4827,Anton August van Vloten,Netherlands,1113565390.0,Start,17.7,WESTERN EUROPE
4828,Pieter Vreede,Netherlands,1094968550.0,Start,17.7,WESTERN EUROPE
4829,Steef Weijers,Netherlands,1099981628.0,Stub,17.7,WESTERN EUROPE
4830,Christine Wttewaall van Stoetwegen,Netherlands,1077665112.0,Stub,17.7,WESTERN EUROPE
4831,Guillermo Arce Castaño,Nicaragua,1112499974.0,Stub,6.7,CENTRAL AMERICA
4832,Oscar Danilo Blandón,Nicaragua,1113478079.0,Start,6.7,CENTRAL AMERICA
4833,José Francisco Cardenal,Nicaragua,1017388553.0,Start,6.7,CENTRAL AMERICA
4834,Pedro Joaquín Chamorro Barrios,Nicaragua,1111610717.0,C,6.7,CENTRAL AMERICA
4835,Juan Sebastián Chamorro,Nicaragua,1108120275.0,C,6.7,CENTRAL AMERICA
4836,Edipcia Dubón,Nicaragua,1053055741.0,Stub,6.7,CENTRAL AMERICA
4837,Luis Fley,Nicaragua,1108120436.0,Start,6.7,CENTRAL AMERICA
4838,George Henriquez,Nicaragua,1108120156.0,C,6.7,CENTRAL AMERICA
4839,Antonio Lacayo,Nicaragua,1059108508.0,Start,6.7,CENTRAL AMERICA
4840,Miguel Larreynaga,Nicaragua,1104594869.0,Stub,6.7,CENTRAL AMERICA
4841,Félix Maradiaga,Nicaragua,1071598737.0,C,6.7,CENTRAL AMERICA
4842,Paul Oquist,Nicaragua,1098836735.0,Start,6.7,CENTRAL AMERICA
4843,Maximino Rodríguez Martínez,Nicaragua,1076166578.0,Stub,6.7,CENTRAL AMERICA
4844,Marou Amadou,Niger,1008239441.0,Stub,26.2,WESTERN AFRICA
4845,Oumar Ba,Niger,1034543452.0,Stub,26.2,WESTERN AFRICA
4846,Alidou Barkire,Niger,1069346203.0,Stub,26.2,WESTERN AFRICA
4847,Mano Dayak,Niger,1098168543.0,Start,26.2,WESTERN AFRICA
4848,Moussa Moumouni Djermakoye,Niger,1032108693.0,C,26.2,WESTERN AFRICA
4849,Abdoulkarim Goukoye,Niger,1100035673.0,Stub,26.2,WESTERN AFRICA
4850,N’Gadé Nana Hadiza Noma Kaka,Niger,1109517592.0,Stub,26.2,WESTERN AFRICA
4851,Moussa Seybou Kassey,Niger,1101187586.0,Stub,26.2,WESTERN AFRICA
4852,Djibo Salamatou Gourouza Magagi,Niger,1104316295.0,Stub,26.2,WESTERN AFRICA
4853,Karidjo Mahamadou,Niger,1008239538.0,Start,26.2,WESTERN AFRICA
4854,Ouhoumoudou Mahamadou,Niger,1105116087.0,Start,26.2,WESTERN AFRICA
4855,Mohamadou Djibrilla Maïga,Niger,908343187.0,Stub,26.2,WESTERN AFRICA
4856,Issoufou Saidou-Djermakoye,Niger,1051805763.0,Stub,26.2,WESTERN AFRICA
4857,Issoufou Sidibé,Niger,1007533517.0,C,26.2,WESTERN AFRICA
4858,Yacouba Sido,Niger,1006373883.0,Stub,26.2,WESTERN AFRICA
4859,Sadou Soloké,Niger,994723739.0,Stub,26.2,WESTERN AFRICA
4860,Saloum Traoré,Niger,747227236.0,Stub,26.2,WESTERN AFRICA
4861,Abdul-Azeez Olajide Adediran,Nigeria,1105091914.0,Start,218.5,WESTERN AFRICA
4862,Saidu Musa Abdullahi,Nigeria,1079931037.0,Start,218.5,WESTERN AFRICA
4863,Aliyu Sabi Abdullahi,Nigeria,1077854955.0,Stub,218.5,WESTERN AFRICA
4864,Mohammed Hassan Abdullahi,Nigeria,1110417900.0,Start,218.5,WESTERN AFRICA
4865,Abiodun Abimbola Orekoya,Nigeria,,,218.5,WESTERN AFRICA
4866,Abubakar Kabir Abubakar,Nigeria,1107155705.0,Start,218.5,WESTERN AFRICA
4867,Stephen Makoji Achema,Nigeria,1107399955.0,Stub,218.5,WESTERN AFRICA
4868,Tajudeen Adeyemi Adefisoye,Nigeria,1092316412.0,Start,218.5,WESTERN AFRICA
4869,Lateef Adegbite,Nigeria,1091928046.0,C,218.5,WESTERN AFRICA
4870,Busari Adelakun,Nigeria,1103934292.0,Start,218.5,WESTERN AFRICA
4871,Adedeji Adeleke,Nigeria,1111696461.0,Stub,218.5,WESTERN AFRICA
4872,Adelere Adeyemi Oriolowo,Nigeria,1115252409.0,Start,218.5,WESTERN AFRICA
4873,Rotimi Adelola,Nigeria,1103253879.0,Start,218.5,WESTERN AFRICA
4874,Adelusi Adeluyi,Nigeria,1114395269.0,Stub,218.5,WESTERN AFRICA
4875,Azeez Issa Adesiji,Nigeria,1029928326.0,Stub,218.5,WESTERN AFRICA
4876,Akinwumi Adesina,Nigeria,1114503005.0,C,218.5,WESTERN AFRICA
4877,Samuel Adesina,Nigeria,1069851870.0,Stub,218.5,WESTERN AFRICA
4878,Funke Adesiyan,Nigeria,1114703719.0,Start,218.5,WESTERN AFRICA
4879,Segun “Aeroland” Adewale,Nigeria,,,218.5,WESTERN AFRICA
4880,Kola Adewusi,Nigeria,1112858140.0,Stub,218.5,WESTERN AFRICA
4881,Thomas Aguiyi-Ironsi,Nigeria,1088294556.0,Stub,218.5,WESTERN AFRICA
4882,Agboola Ajayi,Nigeria,1112880539.0,C,218.5,WESTERN AFRICA
4883,Michael Ajegbo,Nigeria,1104061250.0,Start,218.5,WESTERN AFRICA
4884,Kayode Ajulo,Nigeria,1105924265.0,Start,218.5,WESTERN AFRICA
4885,Christopher Pere Ajuwa,Nigeria,1103496845.0,C,218.5,WESTERN AFRICA
4886,Funke Akindele,Nigeria,1113804278.0,C,218.5,WESTERN AFRICA
4887,Janet Akinrinade,Nigeria,1011025496.0,Start,218.5,WESTERN AFRICA
4888,Hussaini Akwanga,Nigeria,1101221420.0,Stub,218.5,WESTERN AFRICA
4889,Oloye Akin Alabi,Nigeria,1104328791.0,C,218.5,WESTERN AFRICA
4890,Timi Alaibe,Nigeria,1067060967.0,C,218.5,WESTERN AFRICA
4891,Tayo Alasoadura,Nigeria,1115557492.0,Start,218.5,WESTERN AFRICA
4892,Zainab Abubakar Alman,Nigeria,1108994900.0,Start,218.5,WESTERN AFRICA
4893,William Nwankwo Alo,Nigeria,1104063039.0,Start,218.5,WESTERN AFRICA
4894,Temitope Aluko,Nigeria,1109269728.0,Start,218.5,WESTERN AFRICA
4895,Mbazulike Amaechi,Nigeria,1104063308.0,Stub,218.5,WESTERN AFRICA
4896,Joseph Oqua Ansa,Nigeria,1096256923.0,Stub,218.5,WESTERN AFRICA
4897,Chima Anyaso,Nigeria,1104061572.0,Stub,218.5,WESTERN AFRICA
4898,Benjamin Anyene,Nigeria,1090067175.0,Start,218.5,WESTERN AFRICA
4899,Dapo Folorunsho Asaju,Nigeria,1115360976.0,Start,218.5,WESTERN AFRICA
4900,Tony Ene Asuquo,Nigeria,1047329040.0,Stub,218.5,WESTERN AFRICA
4901,Erastus Awortu,Nigeria,1115061533.0,Start,218.5,WESTERN AFRICA
4902,Abok Ayuba,Nigeria,1068569275.0,Stub,218.5,WESTERN AFRICA
4903,Yusuf Datti Baba-Ahmed,Nigeria,1112527101.0,C,218.5,WESTERN AFRICA
4904,Jibrin Ndagi Baba,Nigeria,1047329055.0,Stub,218.5,WESTERN AFRICA
4905,Musa Babayo,Nigeria,1086280570.0,C,218.5,WESTERN AFRICA
4906,Enitan Badru,Nigeria,1086957520.0,Stub,218.5,WESTERN AFRICA
4907,Hadiza Bala Usman,Nigeria,1109574116.0,C,218.5,WESTERN AFRICA
4908,Kande Balarabe,Nigeria,1064432631.0,Stub,218.5,WESTERN AFRICA
4909,Michael Opeyemi Bamidele,Nigeria,1100018321.0,Start,218.5,WESTERN AFRICA
4910,Richard Bamisile,Nigeria,1084509214.0,C,218.5,WESTERN AFRICA
4911,Adebayo Johnson Bankole,Nigeria,1064432244.0,Start,218.5,WESTERN AFRICA
4912,Banky W.,Nigeria,1113861594.0,C,218.5,WESTERN AFRICA
4913,Mohammed Barkindo,Nigeria,1112949012.0,C,218.5,WESTERN AFRICA
4914,Sanusi Ado Bayero,Nigeria,1073462486.0,C,218.5,WESTERN AFRICA
4915,Mohammed Bello-Koko,Nigeria,1084363053.0,C,218.5,WESTERN AFRICA
4916,Muktar Aliyu Betara,Nigeria,1090884880.0,C,218.5,WESTERN AFRICA
4917,Ibrahim Mohammed Bomai,Nigeria,1113321215.0,C,218.5,WESTERN AFRICA
4918,Abdulfatai Buhari,Nigeria,1093648713.0,Stub,218.5,WESTERN AFRICA
4919,Alhaji Hassan Dalhat,Nigeria,1041777508.0,Stub,218.5,WESTERN AFRICA
4920,Jake Dan-Azumi,Nigeria,1091985434.0,Start,218.5,WESTERN AFRICA
4921,Ibrahim Abdullahi Danbaba,Nigeria,1019728771.0,Start,218.5,WESTERN AFRICA
4922,Abdurrahman Shugaba Darman,Nigeria,1067329087.0,Start,218.5,WESTERN AFRICA
4923,David Dafinone,Nigeria,1082645980.0,Start,218.5,WESTERN AFRICA
4924,Sam Dede,Nigeria,1114415772.0,Start,218.5,WESTERN AFRICA
4925,Biobarakuma Degi,Nigeria,1114496753.0,Start,218.5,WESTERN AFRICA
4926,Tonto Dikeh,Nigeria,1113805467.0,C,218.5,WESTERN AFRICA
4927,Dipo Dina,Nigeria,1092395420.0,Start,218.5,WESTERN AFRICA
4928,Bunmi Dipo Salami,Nigeria,1049897250.0,C,218.5,WESTERN AFRICA
4929,David Edevbie,Nigeria,1108032614.0,C,218.5,WESTERN AFRICA
4930,Yul Edochie,Nigeria,1114472364.0,C,218.5,WESTERN AFRICA
4931,Edwin Clark (politician),Nigeria,1080130570.0,Start,218.5,WESTERN AFRICA
4932,Bisi Egbeyemi,Nigeria,1112876732.0,Start,218.5,WESTERN AFRICA
4933,Osagie Ehanire,Nigeria,1115254714.0,C,218.5,WESTERN AFRICA
4934,Chris Ekiyor,Nigeria,1109858012.0,Start,218.5,WESTERN AFRICA
4935,Maurice Ekpenyong,Nigeria,1047329498.0,Stub,218.5,WESTERN AFRICA
4936,Owoidighe Ekpoatai,Nigeria,1002808737.0,Start,218.5,WESTERN AFRICA
4937,Desmond Elliot,Nigeria,1113834632.0,C,218.5,WESTERN AFRICA
4938,Uzoma Emenike,Nigeria,1086340771.0,Start,218.5,WESTERN AFRICA
4939,Ken Erics,Nigeria,1112370663.0,C,218.5,WESTERN AFRICA
4940,Tunde Eso,Nigeria,1081754101.0,Start,218.5,WESTERN AFRICA
4941,Effiong Okon Eyo,Nigeria,1108885658.0,Start,218.5,WESTERN AFRICA
4942,Ezekiel Warigbani,Nigeria,1094421631.0,Stub,218.5,WESTERN AFRICA
4943,Francis Adenigba Fadahunsi,Nigeria,1073223354.0,Stub,218.5,WESTERN AFRICA
4944,Femi Falana,Nigeria,1108276848.0,Start,218.5,WESTERN AFRICA
4945,Ayo Fasanmi,Nigeria,1106267573.0,Start,218.5,WESTERN AFRICA
4946,Babatunde Fowler,Nigeria,1094225887.0,Start,218.5,WESTERN AFRICA
4947,Frank Oputa-Otutu,Nigeria,1047328837.0,Stub,218.5,WESTERN AFRICA
4948,Ismaila Isa Funtua,Nigeria,1111899459.0,Start,218.5,WESTERN AFRICA
4949,Zakariyau Galadima,Nigeria,1056352619.0,Stub,218.5,WESTERN AFRICA
4950,Abdullahi Idris Garba,Nigeria,1093774496.0,Start,218.5,WESTERN AFRICA
4951,Abdullahi Abubakar Gumel,Nigeria,1093916763.0,Start,218.5,WESTERN AFRICA
4952,Hadi Sirika,Nigeria,1110889926.0,C,218.5,WESTERN AFRICA
4953,Humphrey Omo-Osagie,Nigeria,1067046531.0,Start,218.5,WESTERN AFRICA
4954,Gregory Ibe,Nigeria,1113143188.0,Stub,218.5,WESTERN AFRICA
4955,Chukwuma Frank Ibezim,Nigeria,1077872899.0,Start,218.5,WESTERN AFRICA
4956,Ibrahim Tako,Nigeria,1059703749.0,Start,218.5,WESTERN AFRICA
4957,Unyime Idem,Nigeria,1114220725.0,C,218.5,WESTERN AFRICA
4958,Idris Garba Kareka,Nigeria,1099708292.0,Start,218.5,WESTERN AFRICA
4959,Eric Kelechi Igwe,Nigeria,1094399944.0,Stub,218.5,WESTERN AFRICA
4960,S.G. Ikoku,Nigeria,1079982142.0,C,218.5,WESTERN AFRICA
4961,Nkechi Ikpeazu,Nigeria,1092284105.0,Start,218.5,WESTERN AFRICA
4962,Terkimbi Ikyange,Nigeria,1040999318.0,Start,218.5,WESTERN AFRICA
4963,Christopher Imumolen,Nigeria,1108274158.0,C,218.5,WESTERN AFRICA
4964,Modupe Irele,Nigeria,1074572057.0,Start,218.5,WESTERN AFRICA
4965,Joseph Itotoh,Nigeria,1112823244.0,Stub,218.5,WESTERN AFRICA
4966,Agom Jarigbe,Nigeria,1103263976.0,Start,218.5,WESTERN AFRICA
4967,Manasseh Daniel Jatau,Nigeria,1079757944.0,Stub,218.5,WESTERN AFRICA
4968,Ibrahim Usman Jibril,Nigeria,1115701374.0,C,218.5,WESTERN AFRICA
4969,Abdulmumin Jibrin,Nigeria,1113198170.0,C,218.5,WESTERN AFRICA
4970,Sarah Jibrin,Nigeria,1047324003.0,Stub,218.5,WESTERN AFRICA
4971,Mercy Johnson,Nigeria,1114578833.0,GA,218.5,WESTERN AFRICA
4972,Ahmad Babba Kaita,Nigeria,1109333929.0,C,218.5,WESTERN AFRICA
4973,Dauda Kako Are,Nigeria,1111732285.0,Stub,218.5,WESTERN AFRICA
4974,Onwuka Kalu,Nigeria,1112470651.0,C,218.5,WESTERN AFRICA
4975,Ayodeji Karim,Nigeria,1072532374.0,C,218.5,WESTERN AFRICA
4976,Mariam Yalwaji Katagum,Nigeria,1103670712.0,C,218.5,WESTERN AFRICA
4977,Kingsley Kuku,Nigeria,1112576443.0,GA,218.5,WESTERN AFRICA
4978,Ahmed Kusamotu,Nigeria,1106137169.0,Start,218.5,WESTERN AFRICA
4979,Michael Kwanashie,Nigeria,1100651767.0,C,218.5,WESTERN AFRICA
4980,Titilayo Laoye-Tomori,Nigeria,1093913213.0,Start,218.5,WESTERN AFRICA
4981,Albert Legogie,Nigeria,1077821329.0,Stub,218.5,WESTERN AFRICA
4982,Salisu Abubakar Maikasuwa,Nigeria,1091325704.0,Stub,218.5,WESTERN AFRICA
4983,Ibrahim Makama Misau,Nigeria,1098987784.0,Stub,218.5,WESTERN AFRICA
4984,Usman Mamman Durkwa,Nigeria,1099266872.0,Stub,218.5,WESTERN AFRICA
4985,Ibrahim Mantu,Nigeria,1113723372.0,Stub,218.5,WESTERN AFRICA
4986,Ahmed Marafa,Nigeria,1112349376.0,Stub,218.5,WESTERN AFRICA
4987,Badiyya Hassan Mashi,Nigeria,1082055929.0,Start,218.5,WESTERN AFRICA
4988,Louis Mbanefo,Nigeria,1113057799.0,C,218.5,WESTERN AFRICA
4989,Sebastian Okechukwu Mezu,Nigeria,1104764040.0,Start,218.5,WESTERN AFRICA
4990,Bernard Mikko,Nigeria,1111960947.0,Start,218.5,WESTERN AFRICA
4991,Danladi Mohammed,Nigeria,1052835979.0,Stub,218.5,WESTERN AFRICA
4992,Janet Nwadiogo Mokelu,Nigeria,1057572468.0,Start,218.5,WESTERN AFRICA
4993,Abba Moro,Nigeria,1113730182.0,C,218.5,WESTERN AFRICA
4994,Aliyu Sabiu Muduru,Nigeria,1103649307.0,Stub,218.5,WESTERN AFRICA
4995,Fati Muhammad,Nigeria,1114568372.0,Start,218.5,WESTERN AFRICA
4996,Umar Namadi,Nigeria,1111888637.0,Start,218.5,WESTERN AFRICA
4997,Muhammad Mamman Nami,Nigeria,1019730842.0,Start,218.5,WESTERN AFRICA
4998,Kemi Nelson,Nigeria,1102214912.0,Start,218.5,WESTERN AFRICA
4999,Oladele John Nihi,Nigeria,1112372004.0,Start,218.5,WESTERN AFRICA
5000,Suleiman Oba Nimota,Nigeria,1113502742.0,Start,218.5,WESTERN AFRICA
5001,Uchechukwu Nnam-Obi,Nigeria,1103264140.0,Stub,218.5,WESTERN AFRICA
5002,Frank Nneji,Nigeria,957094096.0,Start,218.5,WESTERN AFRICA
5003,Blessing Nwagba,Nigeria,1103741541.0,Start,218.5,WESTERN AFRICA
5004,John Nnia Nwodo,Nigeria,1087659892.0,Start,218.5,WESTERN AFRICA
5005,Oba C. D. Akran,Nigeria,1045699802.0,Stub,218.5,WESTERN AFRICA
5006,Patrick Obahiagbon,Nigeria,1025314884.0,Start,218.5,WESTERN AFRICA
5007,Gaius Obaseki,Nigeria,1064434243.0,Start,218.5,WESTERN AFRICA
5008,Peter Obi,Nigeria,1115641664.0,C,218.5,WESTERN AFRICA
5009,Sheriff Oborevwori,Nigeria,1087025384.0,C,218.5,WESTERN AFRICA
5010,Godwin Ogbaga,Nigeria,1115647301.0,Start,218.5,WESTERN AFRICA
5011,Chigozie Ogbu,Nigeria,1089927435.0,Stub,218.5,WESTERN AFRICA
5012,Osita Ogbu,Nigeria,1110380387.0,C,218.5,WESTERN AFRICA
5013,Johnson Oghuma,Nigeria,1073266400.0,Stub,218.5,WESTERN AFRICA
5014,Chris Ogiemwonyi,Nigeria,1047329410.0,C,218.5,WESTERN AFRICA
5015,Clem Ohameze,Nigeria,1113831244.0,Start,218.5,WESTERN AFRICA
5016,Abubakar Sadiku Ohere,Nigeria,1110748978.0,Start,218.5,WESTERN AFRICA
5017,Sinatu Ojikutu,Nigeria,1112934170.0,Start,218.5,WESTERN AFRICA
5018,Edward Ikem Okeke,Nigeria,1108887049.0,Start,218.5,WESTERN AFRICA
5019,J. O. J. Okezie,Nigeria,1108887172.0,Stub,218.5,WESTERN AFRICA
5020,Kenneth Okonkwo,Nigeria,1114479982.0,Start,218.5,WESTERN AFRICA
5021,Doyin Okupe,Nigeria,1106135595.0,GA,218.5,WESTERN AFRICA
5022,Alabi Hassan Olajoku,Nigeria,1106583214.0,C,218.5,WESTERN AFRICA
5023,Ali Olanusi,Nigeria,1094886992.0,Start,218.5,WESTERN AFRICA
5024,Raheem Olawuyi,Nigeria,1104484269.0,Stub,218.5,WESTERN AFRICA
5025,Funmilayo Olayinka,Nigeria,1106156108.0,C,218.5,WESTERN AFRICA
5026,Folake Olunloyo,Nigeria,1081273511.0,Stub,218.5,WESTERN AFRICA
5027,Evelyn Omavowan Oboro,Nigeria,1064434740.0,Stub,218.5,WESTERN AFRICA
5028,Adedayo Omolafe,Nigeria,1092314183.0,Start,218.5,WESTERN AFRICA
5029,Emmanuel Onwe,Nigeria,1082543742.0,C,218.5,WESTERN AFRICA
5030,D. K. Onwenu,Nigeria,1095888816.0,Stub,218.5,WESTERN AFRICA
5031,Onyeka Onwenu,Nigeria,1115010468.0,C,218.5,WESTERN AFRICA
5032,Nkeiruka Onyejeocha,Nigeria,1104061089.0,C,218.5,WESTERN AFRICA
5033,Wenike Opurum Briggs,Nigeria,1100145330.0,C,218.5,WESTERN AFRICA
5034,Kayode Otitoju,Nigeria,1113558048.0,Start,218.5,WESTERN AFRICA
5035,Luqman Oyebisi Ilaka,Nigeria,1066659664.0,C,218.5,WESTERN AFRICA
5036,Gboyega Oyetola,Nigeria,1115673934.0,Start,218.5,WESTERN AFRICA
5037,Amal Pepple,Nigeria,1059940944.0,Start,218.5,WESTERN AFRICA
5038,R.B.K. Okafor,Nigeria,1058539988.0,Stub,218.5,WESTERN AFRICA
5039,Rukayya Dawayya,Nigeria,1103430602.0,Start,218.5,WESTERN AFRICA
5040,Saliu Mustapha,Nigeria,1100916086.0,Start,218.5,WESTERN AFRICA
